smiles,output,n_atom
C[C@@H]1CC(=O)[C@H](C=O)[C@@H](C)C1,13.37145901594898,25
CC(O)c1nc2ccc(F)c(F)c2n1-c1ccc(C#N)cc1,13.051650091567165,33
CS(=O)(=O)/C=C/c1ccccc1,13.409545650767644,22
CC(CC#N)N(C)C(O)=Nc1ccc(F)c(C(F)(F)F)c1,12.79139617503218,34
OCc1c(F)c(F)nc(F)c1F,14.857395781226595,15
CCC/N=C/C(=C(/C)NO)[C@H](C)N,11.57734572464982,32
N#C[C@H]1C[C@H]2CC[C@@H]1O2,14.208455504024483,18
N#Cc1cccc(C(=O)C(C#N)c2ccc(C(F)(F)F)cn2)c1,13.610004648906745,31
CCn1c(C(=O)OC)cc(=O)c2cc(F)c(F)cc21,13.184546645210283,30
Cc1ccc(F)c(N=C(O)c2cc(C(F)(F)F)nn2C)c1,12.737805405486233,32
CC(C)c1noc(-c2ccccc2C(O)=NCC(F)(F)F)n1,13.124393540335115,36
N#Cc1c(O)nc(-c2ccccc2)c(N)c1C(F)(F)F,12.803215018151619,28
Cc1cnccn1,12.77302325648275,13
CCS(=O)CC,13.149403356132515,16
N#CC1CCCCC1OC(=O)COCC1CCCO1,12.39678099472693,40
Oc1ccnc(F)c1C(F)(F)F,14.777482922037468,15
Cc1no[nH]c1=NC(=O)c1ccccc1OC(F)F,13.103439508189538,28
N#CCCN(CCC(F)(F)F)C(=O)c1cccc(-n2cncn2)c1,13.095403866133045,38
N#Cc1cccc(C(=O)OCCOCC(F)(F)F)c1,13.65655867984231,29
[N-]=[N+]=C1C(=O)C=Cc2ccccc21,13.125338228814922,19
O=C(OC1COC(=O)C1OC(=O)c1ccccc1)c1ccccc1,13.38323870239511,38
CCOC(=O)c1nn(C)c2nc(C(F)F)cc(C(F)F)c12,13.557420801927966,32
Cc1no[nH]c1=NC(=O)Cc1ccc(F)cc1F,13.053440826855969,27
N#Cc1nc(-c2ccco2)c(-c2ccco2)nc1C#N,12.867452219955297,26
OC(=Nc1cc(C(F)(F)F)ccc1F)c1cnccn1,12.698575762898864,27
OC(=Nc1nnc(-c2ccc(F)cc2F)o1)c1ccc(F)cc1F,12.736827442504769,31
O=c1oc2ccccc2n1CCC(O)=NCC(F)(F)F,12.918026890518934,31
N#Cc1ncn(CC(=O)c2cccc(C(F)(F)F)c2)n1,13.99562961236839,27
F[C@H]1C(F)(F)C(F)(F)[C@@]1(F)Cl,16.15094285737185,12
N#CCc1nc(C(c2ccccc2)c2ccccc2)no1,12.790920430231852,34
Oc1cc(C(F)(F)F)c2cc(C(F)(F)F)ccc2n1,14.114357679433619,24
O=C(CCOCC(F)(F)F)N1CCCC(O)C1,13.00490449280101,33
CC(C(O)=Nc1ccc(OC(F)F)cc1OC(F)F)n1cncn1,12.602094032987731,36
CC[C@H]1CCOC1,13.460244702047898,19
CN[C@H]1C=CCC[C@@]12O[C@@H](C)C2=O,12.232855357214103,28
C1C[C@H]2O[C@@H]2CC[C@H]2O[C@@H]12,13.844899348221494,22
CC(O)CN(CC(C)O)C(=O)c1ccc(C(F)(F)F)cc1,12.821242945740822,39
OC(=NCc1ccccc1)c1nnn(-c2ccccc2)c1C(F)(F)F,12.488559884465573,38
O=C(Cn1ncnn1)N1CCC(c2nnc(C(F)(F)F)o2)CC1,13.323207187565346,35
O=C[C@]12CC[C@H]1N2,13.879043539455703,14
O=C(OCn1nnc2ccccc2c1=O)c1cccc(OC(F)F)c1,12.807332445020606,36
CCOC(=O)CN=C(O)Cn1nc(C(F)(F)F)n(C)c1=O,12.8484465601401,34
C[C@]12C[C@H]1[C@](C)(CO)C[C@@H](CO)O2,12.526271631949324,31
CCOC(=O)CCCN=C(O)c1cc(F)cc(F)c1,12.987602455201907,34
CC(C)n1ncc(C(=O)Nc2ccc(F)c(C#N)c2)c1C(F)(F)F,13.287979229944263,36
C1=COCCO1,13.121402279704807,12
CCOc1ccc(F)c(C(=O)N(CCC#N)CC(F)(F)F)c1F,13.196411121820207,36
Cc1cc(C(=O)N(C)Cc2ccc(C(F)(F)F)cc2)no1,13.189541508472654,34
COc1cc(C(O)=Nc2ccccc2C(F)(F)F)on1,12.950783579776196,29
O[C@@H]1[C@H]2CO/C=N\N=C\[C@]1(O)CO2,11.972712159476432,23
NC(=O)c1nccn1-c1ccc(C(F)(F)F)cc1,12.91516316619086,26
Cc1cccc(C)c1C=[N+]=[N-],12.300493970175761,21
COc1ccc(Cl)cc1[N+]#N,17.6143367832271,17
O=C(OCC(F)(F)F)C1CC(O)=Nc2ccccc21,12.691636953614788,29
OC(=NCc1ccccc1)c1cc(F)c(F)c(F)c1F,12.825662806421375,29
COC(=O)C(C)(C)N=C(O)Cc1cccc(C(F)(F)F)c1,12.755345257410953,37
O=C(NCc1ccc(F)cc1C(F)(F)F)c1ccncc1F,13.194804844506848,31
CCCC(C)=C(C)C,12.454538380047932,24
COC(=O)CCNC(=O)c1ccc(-n2ccc(C(F)(F)F)n2)cc1,13.135216134060935,38
C[C@H]1C=CCC1,13.147310032599266,16
O=C1C=C(Cl)[C@@H](O)C=C1Cl,13.833309916049522,14
Fc1nc(Cl)ccc1C(F)(F)F,14.871906356815332,14
CCOC(=O)c1cnn(-c2ncccn2)c1C(F)(F)F,13.218074586484866,29
COC(=O)C(C)C(C)(O)c1cccc(C(F)(F)F)c1,13.342226180490183,34
CC[C@@H]1CC[C@H](C[C@H](C)C#N)C1,13.33362702649332,31
N=C(O)COC(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,13.902784574395149,28
COc1c(C#N)cnc2ccc(C(F)(F)F)cc12,13.5911275475677,25
C[C@@H]1C(=O)OC=C[C@H]1C1CCC1,13.384313096445915,26
FC(F)(F)CCn1cnc(Cl)n1,14.152807600447252,17
CN1CC(O)=NC1c1cc(C(F)(F)F)cc(C(F)(F)F)c1,12.931202785930799,31
OCCCC(F)(F)C(F)(F)F,14.810479967034176,18
CCCc1c(C#N)nnn1-c1ccc(C(N)=O)cc1,13.195705633938601,32
C[C@H]1OC(=O)[C@H]1O,14.07586697195761,13
O=C(OCC(O)=Nc1c(F)cccc1F)c1cc(O)nc(O)n1,12.483777792415314,32
FCCF,15.794969373535572,8
C[C@@]1(C(F)(F)F)CO1,15.503885428106337,13
CCc1c(C#N)nnn1Cc1ccc(C(=O)OC)cc1,13.279773919431339,34
NC(=O)c1ccc(C(=O)NCc2ccc(F)cc2C(F)(F)F)cc1,12.850329150304631,36
Cc1ccc(C)s1,12.778687038815171,15
CN(Cc1ccc(OC(F)(F)F)cc1)C(=O)c1ccc(C#N)cc1,13.14978296200288,37
N#Cc1ncn(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)n1,12.895249783265632,41
COC(=O)C(C#N)C(C#N)(C(=O)OC)C1CCCCC1=O,13.236955161034174,37
O=c1c2cc3cscc3cc1CCCCC2,12.291158731806915,30
Cc1cccc2cccc(C)c12,12.281063822375494,24
CC1=CO[C@H]2/C(=C\C#N)CC[C@H]2C1,12.558711416997365,26
N#Cc1cccc(C(=O)N2CCCC(C(F)(F)F)C2)c1,13.469524303561892,33
COC(=O)CCC(O)=Nc1cc(F)c(F)c(F)c1,12.985170657927231,28
CCOC(=O)COc1c(F)c(F)cc(F)c1F,13.641799456004444,25
CCCC1=CCCC1,12.661019069315254,22
O=C(NCC(F)(F)F)c1cc(COc2ccc(F)c(F)c2)on1,13.373246638981573,32
Fc1c(Cl)ccnc1C(F)(F)F,14.693917982032655,14
O=C(OCCc1cccc(C(F)(F)F)c1)c1ccc2nncn2c1,12.998214076786534,36
CCOC(O)=NC(C)(C(F)(F)F)C(F)(F)F,14.359724044418181,25
C=CCN=C(O)Cn1nnc(-c2cccc(C(F)(F)F)c2)n1,12.907360272897376,34
Cc1cc(F)c(C(F)(F)F)cc1F,14.64382526792835,18
C1CC[C@@H]2C[C@H]3CCCC[C@@H]3C[C@@H]2C1,12.580513720086836,38
O=CC(CF)(C(F)F)C(F)F,15.584002451409201,16
C[C@@H](O)CC(F)(F)F,14.8753597584771,15
CCOC(=O)c1ccc2c(c1)nc(C(F)(F)F)n2N,13.158309964826888,29
Cc1cc(=O)nc(-c2ccc(C(F)(F)F)cc2)[nH]1,13.034687190997987,27
CCCCc1ccccc1,13.024966320986495,24
CC(O)(CC(=O)Nc1ccc(F)cc1)C(F)(F)F,13.239934865835767,29
Cc1noc(C)c1NC(=O)c1ccc(C(F)(F)F)cc1,13.216121183290204,31
CC[C@@H]1CCO1,13.57885412735907,16
COC(=O)CN=C(O)Cn1cc(C(F)(F)F)ccc1=O,13.000668632546674,31
N#Cc1ccccc1N=C(O)c1cc(F)cc(F)c1,12.860749384540437,27
CCN(CCC#N)C(=O)Cn1cc(C(F)(F)F)ccc1=O,13.178075199278654,35
COC(=O)Cn1c(C#N)nc2ccc(F)c(F)c21,13.656191064836976,25
CCOC(=O)Cn1nnc(-c2ccc(F)cc2)n1,13.14722590578159,29
N#CCCN(C(=O)Cn1cc(C(F)(F)F)ccc1=O)c1ccccc1,13.04719527589991,39
OC(=NCC(O)c1cccc(C(F)(F)F)c1)c1ccccc1,12.798445242446586,36
CO[C@H](C)[C@H](C)O,13.2381313467255,19
CCOC(=O)C1OC(c2ccccc2)=NC1(O)C(F)(F)F,13.584739497135567,33
O=C(Cc1ccon1)N1CCOc2ccc(C(F)(F)F)cc21,13.057848296972912,33
C/C=C/C[C@@H]1CCC#C/C=C\CO1,12.206086380563136,29
CC(O)c1nc2cccc(F)c2n1CC(F)(F)F,13.204556404638613,28
CC#CCCCC,13.105538483360256,19
C#C[C@H]1N[C@H]1CC,13.169598577903777,16
COC(=O)C(C#N)CC(=O)c1cc(F)ccc1F,13.746870620023115,27
N#Cc1nnn(-c2ccccc2F)c1-c1ccccc1,13.256706574251126,29
FC(F)(F)c1noc(Cl)n1,16.118381494644396,10
COC(=O)c1ccc(OCC(F)(F)C(F)F)cc1,13.416290116969275,28
C=C(C)Cn1nnc(C#N)c1-c1ccc(F)c(F)c1F,13.565739731572442,29
COC(=O)c1cc(Cl)no1,14.568595182403575,14
Cn1ncc(C#N)c1C(=O)Nc1cccc(C#N)c1,13.313454215673602,28
N#Cc1ccc(C(=O)NCc2cccc(C(F)(F)F)c2)cc1,13.393600931626676,33
N#CCc1nc2cc(C(F)(F)F)ccc2n1CCO,13.526104775618546,29
O=C(Cn1cc(C(F)(F)F)ccc1=O)OC1CCCC1,13.299662444686922,34
CC(C)N(CCC#N)c1ncccc1C(F)(F)F,12.636081843801547,32
O=[N+]([O-])/C=C/[C@H](F)C(F)(F)F,15.796194056214814,14
Cc1noc(COC(=O)CCC(=O)c2ccc(F)c(F)c2)n1,13.273093278146597,34
CC(OC(=O)c1ccccc1OC(F)F)C(=N)O,13.385261042583315,29
Cc1noc(C#N)c1C(F)(F)F,15.456492334557183,15
N#Cc1ccc(C(=O)Nc2cc(F)cc(F)c2)cc1,13.467150612519651,27
C=C1CCOC[C@@H](OCC)CCO1,12.442395187032146,31
CN(Cc1nccn1C(F)F)C(=O)c1ccc(C(F)(F)F)cc1,13.26443683957893,35
COC(=O)CC(Cc1cc(F)ccc1F)C(=O)OC,13.035087745012415,33
[CH2]CCCC,11.05615434916974,16
O=C(CCCCO)Nc1ccc(C(F)(F)F)cc1,13.129085135172646,32
C[C@@H](CC(C)(C)C(=N)N)NC=N,12.23208902728898,30
[H]/N=C(\C=O)N(C)C,13.070357735039481,15
CC(C)[C@H](O)C(F)(F)F,14.552354355488173,18
FC(F)(F)c1ccc(-c2nc(C3CC3)no2)cn1,13.62448709303292,26
OC(Cn1ccc(C(F)(F)F)n1)=Nc1ccc(F)cc1F,12.822654007082411,29
CO[C@@]12CCC[C@@H]1[C@H]1O[C@@H]2[C@@H]1C#N,13.295779758933874,26
N#Cc1ccc(F)c(Cn2cccc(C(F)(F)F)c2=O)c1,13.6264155536528,29
CCOC(=O)c1cnn(-c2ccccc2F)c1C#N,13.477147731150676,29
COC(=O)c1nonc1NCc1ccc(F)cc1,13.166196855322804,28
O=C1OC2(OC(=O)c3ccccc32)c2ccccc21,13.84669073953286,27
N#Cc1nc(N=C(O)CCN=C(O)c2ccccc2)[nH]c1C#N,12.50016686745591,35
COC(=O)CCC(O)=Nc1ccc(F)c(C(F)(F)F)c1,12.94841912799249,31
O=C1CC(c2nc(-c3ccncc3)no2)CN1CC(F)(F)F,12.952110397929626,33
CNC(=O)c1nc(CC(O)=Nc2cccc(C(F)(F)F)c2)no1,12.863486216547765,34
Cc1noc(C2CCN(C(=O)CC(F)(F)F)CC2)n1,13.369004315081739,33
FC(F)(F)c1ccon1,16.046467444518445,11
O=C(C(F)F)C(F)(F)Cl,15.697070089317833,10
Cn1nc(-c2nc3c4cnn(C)c4ncn3n2)cc1C(F)(F)F,12.98029396771937,32
O=C1OC[C@H](C(F)(F)F)O1,16.095328653481094,13
CCNc1cc(C(F)(F)F)nc2cc(F)c(F)cc12,13.219352772945378,28
CC(=O)c1ccc(NC(=O)c2c(F)c(F)cc(F)c2F)cc1,13.148534150384057,31
C[C@]1(C(F)(F)F)CO1,15.50388542845359,13
FC(F)(F)c1ccc2nc(C(F)(F)F)[nH]c2c1,14.599526193422916,21
Cc1nn(-c2ccccc2)nc1C(O)=NCC(F)(F)F,12.998365713574257,31
C[C@@H](C#N)OC(=O)C(F)(F)F,15.482756008147021,15
O=c1c2cnc3nc(C(F)(F)F)nn3c2ccn1-n1cnnc1,13.550288443254829,28
C=C1c2n[nH]cc2C=C(N)[C@H]1CC,11.402969668616723,26
COC(=O)c1ccc(Cn2nnc(C#N)c2C(C)C)cc1,13.21308722267124,37
COC(=O)c1ccn(-c2nc(-c3ccco3)cc(C(F)(F)F)n2)n1,13.13517047354806,33
OC(Cn1ccc(C(F)(F)F)n1)=NC1CCCC1,12.756417393212644,32
CC(C)(CO)NC(=O)c1ccc(C(F)(F)F)cc1,13.310675053981031,32
CC1CC(=O)C1,13.833801475299936,14
CC(O)c1ncc(-c2ccc(C(F)(F)F)cc2)o1,13.350787012355084,28
O=C(OCC(O)C(O)C(F)(F)F)c1ccccc1,13.748519195461238,29
CC(=O)OC(C)C(=O)N1CC(O)=Nc2cc(C(F)(F)F)ccc21,13.042419353828125,36
O=C(Cc1ccc(F)c(F)c1)Oc1ccccc1F,13.330494446667748,28
CCC/C(O)=C(\[N+]#N)[N+](=O)[O-],18.573992143293932,19
OC[C@]1(O)C=CN2C=N[C@H]3C[C@]321,12.504098959740292,22
Cc1noc(C=O)n1,14.780063177000557,12
CCN(CC)C(=O)C(C(F)(F)F)C(F)(F)F,14.21221853358727,27
COc1cc(C(O)=Nc2cc(F)ccc2F)on1,12.926283436610479,26
Fc1cc(F)c(Cl)cc1Cl,13.921962240606124,12
Nc1oc(C(F)(F)F)cc1C(=O)c1ccccc1F,13.261069483262759,26
OCC1=NCCO1,13.695733940227916,14
CCN(CC(F)(F)F)C(=O)Cc1ccc(OC(F)F)cc1,13.123849907971502,35
CCn1c(O)nc2cc(C(=O)OCC(F)(F)F)ccc2c1=O,13.313379281817344,33
O[C@H]1C[C@@]2(CO2)C1,13.893066734469164,15
CCCOC(=O)c1ccc(OCC(F)(F)F)nc1,13.248137106129155,30
OC(=NCc1cccc(C(F)(F)F)c1)C1CCC1,12.900391765721409,32
O=C1C=C(O)c2ncccc2C1=O,13.304258158691761,18
CCOC(=O)c1cnc(C(F)(F)F)nc1-c1ccccc1,13.376051305102346,32
C#C/C=C/N=C(O)C[C@H](C)CCO,12.541957064582878,28
Fc1ncnc(F)c1C(F)(F)F,15.617512515444867,13
Cc1cc(Cn2c(=O)c3ccc(C(F)(F)F)nc3n(C)c2=O)on1,13.332544245288918,35
O=c1c2cnc3nc(C(F)(F)F)nn3c2ccn1-c1ccc(F)cc1,13.473113416960627,32
COC(=O)CNC(=O)c1ccc(-c2ccc(F)c(F)c2F)o1,13.096079962852604,32
O=c1oc2ccc(F)cc2cc1-c1nc(-c2ccccc2)no1,13.072347160172251,32
O=C[C@@]1(CO)CN1,13.626899401062465,14
C#C[C@@H]1OC1(C)C,13.79124134675615,15
CC(C)CN=C(O)Cc1cccc(C(F)(F)F)c1,12.977901588274824,34
Cc1nc(C(F)(F)F)ccc1C(O)=Nc1c(F)cccc1F,12.831995858091133,31
CCn1[nH]nnc1=NC(O)=NCCc1cccc(C(F)(F)F)c1,12.167363845182827,38
CC(=O)C#CC#N,14.8511361781623,10
OC(Cn1ccc(C(F)(F)F)n1)=NCc1ccoc1,12.858905182363532,29
COC(=O)CCc1ccc(C(F)(F)F)cc1OC,13.224796408051219,31
CC(C)n1c(CC#N)nc2cc(C(F)(F)F)ccc21,13.422693714676308,31
CC1=CC(=O)C(=O)C(C)=C1S(C)(=O)=O,13.159434982514997,24
CCC(=N)NCC[C@@H]1CS(=O)(=O)N1,12.549637470285056,28
O=CC1COC1,14.097424662057206,12
OC(CN=C(O)c1ccccc1)=NCC(F)(F)F,12.667189227825899,29
O=C(CCF)OCC(F)F,14.874778688556933,17
COCC1CCC1,13.251235377348388,19
CC1(C)O[C@@H]2C[C@@H]3C=C[C@@H]4[C@H]1[C@H]2N34,12.315406391817506,28
CCCCC1C(O)=NC(=S)N=C1O,13.107472837249315,25
N#CC1(C#N)C2CCC(C2)C1(C(F)(F)F)C(F)(F)F,14.992575631535116,27
O=C(OCC(F)(F)F)c1ccn(-c2ccccc2F)n1,13.614292634553792,28
OC(=Nc1ccc(OC(F)F)c(F)c1)c1cnn[nH]1,12.701794174263009,26
C1=C[C@H]2CC[C@@H]1O2,13.834539781429978,15
N#CC1(C(O)=NCc2ccc(F)cc2C(F)(F)F)CCC1,13.206341910440646,33
Cc1cccc2ccc3c4ccccc4ccc3c12,11.913475557723189,33
CCOC(=O)c1cnn2c(C(F)(F)F)ccnc12,13.538911752929868,26
N#Cc1ccc(C(=O)C=[N+]=[N-])cc1,13.74859285059812,18
N=C1CN=C(O)N1,13.992670548061264,12
C[C@@H]1O[C@H](C)[C@H]1O,13.601108992207648,17
C=C1NC(=N)[C@]2(C#N)CC[C@@]1(O)C2,13.019439802159528,24
Cn1ncc(-c2cc(F)ccc2F)c(CC#N)c1=O,13.273463244819514,28
Cc1cc(C(=O)C(C#N)c2ccc(C(F)(F)F)cn2)c(C)o1,13.000981159518107,33
CC(C)(C)C(=N)O,13.459338065594284,18
OC(O)C(F)(F)C(F)(F)F,15.613775935533802,13
Nc1cnccn1,12.581797040595836,12
CC(=O)c1nc2ccc(F)c(F)c2n1-c1cccc(C#N)c1,13.253197470555069,31
CCC1=NCc2c(O)nc(O)n21,12.489184204449508,21
CC(=O)OCC#N,15.031138772650127,12
CCN(CC(F)(F)F)C(=O)c1ccc(F)c(C)c1,13.394113771581587,31
N#CCCN(CCC(F)(F)F)C(=O)Cc1ccc(F)c(F)c1,13.330413472829933,35
[CH2]O,12.14681305018128,5
N#Cc1ccccc1OCC(O)=NCCC(F)(F)F,13.310047050698385,30
N#CCC1(COC(=O)Cc2c(F)cccc2F)CC1,13.249671665056557,32
O=C(Nc1ccc(F)cc1)c1cnc(C(F)(F)F)nc1,13.329188811776964,27
[H]/N=C/O[C@H](C)C=O,13.591080323883514,14
CCOC(=O)C(C#N)Cc1ccc(C(F)(F)F)cc1,13.885180914429192,31
C#CCOC(=O)COc1ccccc1C(F)(F)F,13.176744321039541,27
CC1(C)C(=O)[C@]2(C)CC(=O)[C@H]1C2,13.254226958022711,26
N#Cc1cccc2nc(Cc3ccc(F)cc3)nn12,13.103007231214168,28
CCOC(=O)Cc1nc(-c2cccc(C(F)(F)F)c2)no1,13.63735617124792,32
C[C@](F)(C#N)C(F)(F)F,16.12055826781183,12
O=C(C1CCCC1)N1CCCC(c2nnc(C(F)(F)F)o2)C1,12.934314577443862,40
CCC(=O)N1CCCC(c2nnc(C(F)(F)F)o2)C1,13.286751404599388,33
COc1cc(C#N)ccc1OC(=O)c1cc(F)c(F)c(F)c1,13.433494113371973,30
N=C(O)NC(=N)O,14.504437080982427,12
N#CCCN(C(=O)c1cccc(F)c1F)C1CC1,13.267445222698646,30
N#Cc1ncn(Cc2nc(-c3ccccc3)no2)n1,13.363148906957099,27
C1OCC12CO2,14.317622634320136,12
N#Cc1ccc(OCCOC(=O)c2c(F)cccc2F)cc1,13.033482334025361,33
Fc1ccnc(C(F)(F)F)c1Cl,14.583994186600842,14
COC(=O)c1nc2c(c(=O)n(C)c(=O)n2C)n1C,13.129794972441152,30
C=C/C=C\c1ccccc1,12.588273034980014,20
CC(C)NC(C#N)CCn1ccc(C(F)(F)F)n1,12.509861623052922,33
N#CC(NC(=O)c1ccc(C(F)(F)F)cc1)c1ccccc1,13.046233363630954,33
CN(CC(F)(F)F)C(=O)c1ccc(-n2cncn2)cc1,13.178784372304099,31
CC(C)[C@H](C#N)C[C@@H](C)O,13.605785253498414,25
C1CCC2(CC2)C2(C1)CC2,12.831921222901988,26
CCCCn1ncc(-c2ccc(F)cc2F)c(C#N)c1=O,13.20459522156086,34
NC(=O)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1,13.240486830941219,29
COC(O)=Nc1ccccc1C(O)=NCC(F)(F)F,12.734478756934363,30
C1[C@H]2[C@H]3C[C@H]4[C@@H]1[C@H]4C[C@@H]23,12.741538424233175,21
Cn1c(=O)c2nc(O)cc(C(F)(F)F)c2n(C)c1=O,13.517415543575416,27
CCOC(=O)c1c(C(C)=O)cnc2c(C#N)cnn12,13.352266214149004,29
C#C[C@@H](C)C1CC1,13.551833650165557,17
C#CC1=CCCC1,12.862712316247862,15
O=C(c1cc(F)c(F)c(F)c1)N1CCC(CO)C1,13.446959910843866,30
Cn1cc(C(O)=Nc2cccc(C#N)c2)c(C(F)(F)F)n1,12.928939265515345,30
CC(C)CC(C#N)N=C(O)CNC(=O)c1ccc(C(F)(F)F)cc1,12.785654660334526,42
CC[C@@H](C)CCO,13.359241341196368,21
N#[N+]c1ccc([N+](=O)[O-])c(Cl)c1,18.387174735954,15
OC(=NC1CCCCC1C(F)(F)F)c1ccnc(F)c1,12.9401503986609,34
CC[C@@](C)(N)C#N,13.517250606004668,17
Cc1nc(=NC(=O)CCc2ccc(C#N)cc2)o[nH]1,12.675096353131243,31
CC[C@H]1O[C@@]1(C=O)CC,13.7191755491197,21
C[C@@H]1CC(=O)O1,14.85861106153254,12
C#CC(=O)[C@@H]1/C=C\CN=C(O)NC1,13.041958390713877,23
[H]/N=C/N(C)C(=N)O,12.712811471597636,14
C[C@@H](O)C/N=C/N(/C=N/O)C1CC1,12.12889054287139,28
C/C=C/C=O,14.20423440876972,11
[H]/N=C/OCC=O,14.016474968468302,11
CC(C)(C)C(C#N)N=C(O)c1cc(F)c(F)c(F)c1F,13.593801591837643,32
COC(=O)c1cc2nc(-c3ccco3)cc(C(F)(F)F)n2n1,13.193771046192856,30
CCOC(=O)C1CC(=O)N(c2cccc(C(F)(F)F)c2)C1,13.197844853458289,35
C1=CC[C@@H]2CC=C[C@H]2C1,12.807709940382466,21
CCC(CNC(=O)c1ccc(C#N)cc1)NC(=O)c1ccc(C#N)cc1,12.903960609996965,44
N#Cc1nnn(-c2ccc3c(c2)OCO3)c1C(F)(F)F,13.380895373709206,25
COC1C(OC)C(OC)C(OC)C(OC)C1OC,12.052679902163591,42
Cc1cc(-c2noc(C(F)(F)F)n2)cc(C)c1O,13.138090865052998,27
CC1CN(C(=O)c2c(F)cc(C#N)cc2F)CCO1,13.302841886671574,31
OC(=NCC(F)(F)F)c1cc2cc(F)ccc2[nH]1,12.921195398097808,26
Cn1[nH]nnc1=NCc1ccccc1C(F)(F)F,12.587250420609243,28
Oc1cnc2n1[C@@H]1[C@@H]3OCC[C@]31N2,9.751150484950807,22
CC(=O)Oc1cc(=O)n2cccc(OC(C)=O)c2n1,13.051273995034238,29
CC1=N[C@H](C)CO1,13.553042639107181,16
COC(=O)C(O)(c1ccc(O)cc1)C(F)(F)F,13.285169515976833,26
CC[C@]1(N)c2nocc2[C@H](C)[C@@H]1C,12.749424379222493,29
CC(=O)C#CC=O,14.378590635258135,11
N#Cc1ccc(C(=O)Nc2ccccc2OC(F)F)cc1,13.093133210458772,31
OCc1ccc(OCc2c(F)c(F)c(F)c(F)c2F)cc1,12.964017611862067,30
C/C(C=O)=C/Cc1connc1=O,13.050886463103208,21
FC=C(F)F,16.062418148807236,6
O=c1nc(O)c(C(F)(F)F)cn1C1COC(CO)O1,13.762406036503531,28
